/pnfs/dune/scratch/users/jsoto/NDLAr_Run3/VBRscan_20260716/
1121, 51.0, 120, 0
1122, 51.5, 120, 0
1123, 52.0, 120, 0
1124, 52.5, 120, 0
1125, 53.0, 120, 0
1126, 53.5, 120, 1
1127, 54.0, 120, 1
1128, 54.5, 120, 1
1129, 55.0, 120, 1
1130, 55.5, 120, 1
1131, 56.0, 120, 1
1132, 56.5, 120, 1
1133, 57.0, 120, 1
1134, 57.5, 120, 0
1135, 58.0, 120, 0
